stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,minorityInterest,otherOperatingExpenses,discontinuedOperations
CVU,2019-06-30,2710457.0,2710457.0,-575412,18202069,20911382,23158251,-1039000,-575412.0,2246869.0,2246869,4956182,2709313.0,2710457,1671457.0,,,,
CVU,2019-03-31,1658598.0,1658598.0,-510769,20167721,22974164,25583531,440000,-510769.0,2609367.0,2609367,5415810,2806443.0,1658598,2098598.0,,,,
CVU,2018-12-31,-888323.0,-888323.0,-521846,20800751,23137475,26459107,3688109,-550555.0,3321632.0,3321632,5658356,2336724.0,-888323,2799786.0,,,,
GWRS,2020-03-31,354000.0,354000.0,-1237000,2232000,6433000,8230000,206000,-1338000.0,1797000.0,1797000,5998000,2088000.0,354000,560000.0,,,,
GWRS,2019-12-31,-250000.0,-250000.0,-1129000,1611000,7730000,8685000,76000,-1344000.0,955000.0,955000,7074000,3143000.0,-250000,-174000.0,,,,
GWRS,2019-09-30,1047000.0,1047000.0,-1127000,1849000,7380000,9942000,388000,-1341000.0,2562000.0,2562000,8093000,3074000.0,1047000,1435000.0,,,,
GWRS,2019-06-30,778000.0,778000.0,-1111000,1717000,6876000,9121000,356000,-1343000.0,2245000.0,2245000,7404000,2650000.0,778000,1134000.0,,,,
UMRX,2020-03-31,-6094000.0,-6094000.0,-1653000,8198000,11472000,7031000,0,,-4441000.0,-4441000,-1167000,3274000.0,-6094000,-6094000.0,,,,
UMRX,2019-12-31,2297000.0,2297000.0,57000,10354000,13048000,15288000,0,,2240000.0,2240000,4934000,2694000.0,2297000,2297000.0,,,,
UMRX,2019-09-30,-11923000.0,-11923000.0,195000,10335000,13056000,1020000,0,,-12036000.0,-12036000,-9315000,2721000.0,-11923000,-11923000.0,,,,
UMRX,2019-06-30,-10516000.0,-10516000.0,25000,10617000,13679000,3138000,0,,-10541000.0,-10541000,-7479000,3062000.0,-10516000,-10516000.0,,,,
KLAC,2020-03-31,78452000.0,78009000.0,-354336000,553236000,954429000,1423964000,37190000,-39231000.0,469535000.0,469535000,870728000,185760000.0,78452000,115199000.0,215433000.0,17763000.0,,
KLAC,2019-12-31,380555000.0,380305000.0,-81787000,589735000,1002739000,1509453000,44622000,-40472000.0,506714000.0,506714000,919718000,192253000.0,380555000,424927000.0,220751000.0,18206000.0,,
KLAC,2019-09-30,346525000.0,346396000.0,-38732000,604241000,1003166000,1413414000,25120000,-40350000.0,410248000.0,410248000,809173000,188345000.0,346525000,371516000.0,210580000.0,18456000.0,,
KLAC,2019-06-30,217845000.0,217328000.0,-35866000,592785000,991259000,1258435000,13982000,-40517000.0,267176000.0,267176000,665650000,191764000.0,217845000,231310000.0,206710000.0,18585000.0,,
HON,2020-03-31,1581000000.0,1606000000.0,244000000,5534000000,6772000000,8463000000,329000000,-73000000.0,1691000000.0,1691000000,2929000000,1238000000.0,1581000000,1935000000.0,,7000000.0,,
HON,2019-12-31,1562000000.0,1590000000.0,4000000,6328000000,7732000000,9496000000,178000000,-91000000.0,1764000000.0,1764000000,3168000000,1404000000.0,1562000000,1768000000.0,,219000000.0,,
HON,2019-09-30,1624000000.0,1648000000.0,23000000,6038000000,7142000000,9086000000,319000000,-96000000.0,1944000000.0,1944000000,3048000000,1104000000.0,1624000000,1967000000.0,,204000000.0,,
HON,2019-06-30,1541000000.0,1556000000.0,24000000,6094000000,7285000000,9243000000,426000000,-85000000.0,1958000000.0,1958000000,3149000000,1191000000.0,1541000000,1982000000.0,,197000000.0,,
FIVN,2020-03-31,-7437000.0,-7437000.0,-2412000,40037000,100044000,95088000,69000,-3484000.0,-4956000.0,-4956000,55051000,44818000.0,-7437000,-7368000.0,15189000.0,,,
FIVN,2019-12-31,836000.0,836000.0,-2104000,37940000,89249000,92263000,74000,-3506000.0,3014000.0,3014000,54323000,39141000.0,836000,910000.0,12168000.0,,,
FIVN,2019-09-30,-1604000.0,-1604000.0,-2026000,34472000,83297000,83769000,50000,-3486000.0,472000.0,472000,49297000,37160000.0,-1604000,-1554000.0,11665000.0,,,
FIVN,2019-06-30,-1860000.0,-1860000.0,-2400000,31248000,76867000,77436000,29000,-3406000.0,569000.0,569000,46188000,34808000.0,-1860000,-1831000.0,10811000.0,,,
WPRT,2020-03-31,-15289000.0,-15289000.0,-2995000,62948000,80201000,67223000,-684000,-1552000.0,-12978000.0,-12978000,4275000,9957000.0,-15289000,-15973000.0,5800000.0,,,
WPRT,2019-12-31,651000.0,640000.0,7228000,60465000,81795000,74325000,-882000,-1798000.0,-7470000.0,-7470000,13860000,13882000.0,651000,-242000.0,5831000.0,,,
WPRT,2019-09-30,4987000.0,4905000.0,6209000,57494000,75887000,75403000,820000,-1765000.0,-484000.0,-484000,17909000,11053000.0,4987000,5725000.0,5633000.0,,,
WPRT,2019-06-30,-2558000.0,-2318000.0,5153000,63091000,89003000,82419000,887000,-1785000.0,-6584000.0,-6584000,19328000,17002000.0,-2558000,-1431000.0,6910000.0,,,
MNTX,2020-03-31,-7476000.0,-7044000.0,-8161000,38486000,47212000,48733000,404000,-1084000.0,1521000.0,1521000,10247000,8039000.0,-7476000,-6640000.0,687000.0,,,-432000.0
MNTX,2019-12-31,-787000.0,-787000.0,-1256000,44866000,53702000,54446000,275000,-1235000.0,744000.0,744000,9580000,8012000.0,-787000,-512000.0,824000.0,,,-432000.0
MNTX,2019-09-30,-11851000.0,-11851000.0,-9313000,43848000,52521000,51941000,1958000,-1142000.0,-580000.0,-580000,8093000,8177000.0,-11851000,-9893000.0,496000.0,,,-432000.0
MNTX,2019-06-30,3236000.0,3236000.0,3418000,50134000,60771000,60969000,380000,-1095000.0,198000.0,198000,10835000,9930000.0,3236000,3616000.0,707000.0,,,-432000.0
NSC,2020-03-31,380000000.0,381000000.0,-539000000,1358000000,1650000000,2625000000,55000000,-154000000.0,975000000.0,975000000,1267000000,,381000000,436000000.0,,,,
NSC,2019-12-31,665000000.0,666000000.0,-150000000,1427000000,1712000000,2690000000,162000000,-152000000.0,978000000.0,978000000,1263000000,,666000000,828000000.0,,,,
NSC,2019-09-30,656000000.0,657000000.0,-144000000,1543000000,1829000000,2841000000,211000000,-150000000.0,1012000000.0,1012000000,1298000000,,657000000,868000000.0,,,,
NSC,2019-06-30,720000000.0,722000000.0,-145000000,1562000000,1846000000,2925000000,212000000,-153000000.0,1079000000.0,1079000000,1363000000,,722000000,934000000.0,,,,
BANX,2020-03-31,-16076034.0,-16076034.0,-18772998,0,988329,3685293,0,-166826.0,2696964.0,2696964,3685293,965635.0,-16076034,-16076034.0,,,22694.0,
BANX,2019-12-31,3011034.0,3011034.0,84291,0,1187858,4114601,0,-263564.0,2926743.0,2926743,4114601,1164915.0,3011034,3011034.0,,,22943.0,
BANX,2019-09-30,2197567.0,2197567.0,-560281,0,1203315,3961163,0,-258348.0,2757848.0,2757848,3961163,1180372.0,2197567,2197567.0,,,22943.0,
BANX,2019-06-30,3591524.0,3591524.0,763495,0,1215408,4043437,0,-361785.0,2828029.0,2828029,4043437,1192714.0,3591524,3591524.0,,,22694.0,
AVT,2020-03-28,-128661000.0,-128661000.0,-208400000,3790885000,4259504000,4309818000,-29425000,-29718000.0,50314000.0,50314000,518933000,466808000.0,-128661000,-158086000.0,,,1811000.0,
AVT,2019-12-28,3668000.0,5216000.0,-51006000,4009193000,4471714000,4534806000,6870000,-33904000.0,63092000.0,63092000,525613000,462056000.0,3668000,12086000.0,,,465000.0,
AVT,2019-09-28,41752000.0,41752000.0,-54059000,4086170000,4541912000,4630009000,-7714000,-33631000.0,88097000.0,88097000,543839000,453644000.0,41752000,34038000.0,,,2098000.0,
AVT,2019-06-29,-31836000.0,-35128000.0,-200981000,4085784000,4542971000,4680909000,-27915000,-34810000.0,137938000.0,137938000,595125000,455511000.0,-31836000,-63043000.0,,,1676000.0,
LNG,2020-03-31,375000000.0,603000000.0,-592000000,1044000000,1218000000,2544000000,131000000,-620000000.0,1326000000.0,1326000000,1500000000,81000000.0,375000000,734000000.0,,2523000000.0,-140000000.0,
LNG,2019-12-31,939000000.0,1153000000.0,-423000000,1654000000,1850000000,2909000000,-517000000,-365000000.0,1059000000.0,1059000000,1255000000,88000000.0,939000000,636000000.0,,2449000000.0,-125000000.0,
LNG,2019-09-30,-318000000.0,-260000000.0,-528000000,1577000000,1812000000,2077000000,-3000000,-473000000.0,265000000.0,265000000,500000000,72000000.0,-318000000,-263000000.0,,2386000000.0,-50000000.0,
LNG,2019-06-30,-114000000.0,2000000.0,-434000000,1575000000,1732000000,2168000000,0,-446000000.0,436000000.0,436000000,593000000,77000000.0,-114000000,2000000.0,,2477000000.0,-124000000.0,
AU,2020-03-31,169000000.0,136000000.0,40000000,635000000,714000000,905000000,95000000,-33000000.0,191000000.0,191000000,270000000,16000000.0,169000000,231000000.0,,38000000.0,36000000.0,35000000.0
AU,2019-12-31,169000000.0,136000000.0,0,0,0,0,0,-33000000.0,191000000.0,0,0,16000000.0,0,231000000.0,,36000000.0,36000000.0,35000000.0
AU,2019-09-30,169000000.0,136000000.0,0,0,0,0,0,-33000000.0,191000000.0,0,0,16000000.0,0,231000000.0,,36000000.0,36000000.0,35000000.0
AU,2019-03-31,49000000.0,54000000.0,-8000000,593000000,655000000,745000000,28000000,-36000000.0,90000000.0,90000000,152000000,20000000.0,49000000,82000000.0,,36000000.0,17000000.0,-4000000.0
SINO,2019-12-31,-407333.0,-363355.0,-15613,755645,2354119,2021124,14747,,-332995.0,-332995,1265479,828189.0,-407333,-348608.0,,-5202180.0,,
SINO,2019-09-30,-1627353.0,-1748624.0,-326176,683404,3208674,1786226,0,,-1422448.0,-1422448,1102822,1221484.0,-1627353,-1748624.0,,-5152349.0,,
SINO,2019-06-30,-2354320.0,-2826170.0,-549859,1290886,3765863,1983088,493536,,-1782775.0,-1782775,692202,-3771749.0,-2354320,-2332634.0,,-5173622.0,,
SINO,2019-03-31,-1388790.0,-1475554.0,2499,21075195,24002372,22773139,248820,,-1229233.0,-1229233,1697944,2927177.0,-1388790,-1226734.0,,-4775383.0,,
LILA,2020-03-31,-180700000.0,-184600000.0,-304500000,210800000,805500000,931000000,5600000,-143300000.0,125500000.0,125500000,720200000,195300000.0,-180700000,-179000000.0,,866100000.0,185500000.0,
LILA,2019-12-31,42300000.0,39700000.0,-80600000,216500000,804000000,974600000,50300000,-139800000.0,170600000.0,170600000,758100000,189100000.0,42300000,90000000.0,,870100000.0,192500000.0,
LILA,2019-09-30,35300000.0,-69700000.0,-390400000,218500000,828500000,966800000,-182400000,-123900000.0,138300000.0,138300000,748300000,205800000.0,35300000,-252100000.0,,907600000.0,178000000.0,
LILA,2019-06-30,-116000000.0,-111200000.0,-231700000,226400000,832900000,982900000,29500000,-119800000.0,150000000.0,150000000,756500000,209000000.0,-116000000,-81700000.0,,1024700000.0,175200000.0,
WB,2020-03-31,52108000.0,52099000.0,9967000,74110000,265374000,323389000,15883000,,58015000.0,58015000,249279000,116855000.0,52108000,67982000.0,74409000.0,-1462000.0,,
WB,2019-12-31,95068000.0,94562000.0,-25119000,90566000,317411000,468148000,31056000,,150737000.0,150737000,377582000,151658000.0,95068000,125618000.0,75187000.0,-1448000.0,,
WB,2019-09-30,146169000.0,146459000.0,5309000,73471000,295241000,467753000,31362000,,172512000.0,172512000,394282000,152734000.0,146169000,177821000.0,69036000.0,-959000.0,,
WB,2019-06-30,102996000.0,101238000.0,-23955000,81972000,280570000,431836000,26073000,,151266000.0,151266000,349864000,128230000.0,102996000,127311000.0,70368000.0,-1221000.0,,
PDSB,2020-03-31,-3985408.0,-3985408.0,46419,0,4031827,0,0,,-4031827.0,-4031827,0,2060148.0,-3985408,-3985408.0,1971679.0,,,
PDSB,2019-12-31,-4177843.0,-4177843.0,-1587748,0,2971608,0,-381513,,-2971608.0,-2971608,0,1623336.0,-4177843,-4559356.0,1348272.0,,,
PDSB,2019-09-30,-5751610.0,-5751610.0,-848658,0,4902952,0,0,,-4902952.0,-4902952,0,3068581.0,-5751610,-5751610.0,1834371.0,,,
PDSB,2019-06-30,-3885852.0,-3885852.0,385054,0,4270906,0,0,,-4270906.0,-4270906,0,2383972.0,-3885852,-3885852.0,1886934.0,,,
TR,2020-03-31,11982000.0,11976000.0,3224000,66745000,91735000,103761000,3274000,,12026000.0,12026000,37016000,24990000.0,11982000,15250000.0,,-211000.0,,
TR,2019-12-31,14555000.0,14538000.0,435000,85657000,115718000,135460000,5639000,,19742000.0,19742000,49803000,30061000.0,14555000,20177000.0,,-205000.0,,
TR,2019-09-30,29854000.0,29846000.0,1253000,113108000,146093000,182724000,8038000,,36631000.0,36631000,69616000,32985000.0,29854000,37884000.0,,-189000.0,,
TR,2019-06-30,11556000.0,11544000.0,906000,66221000,92290000,106952000,4024000,,14662000.0,14662000,40731000,26069000.0,11556000,15568000.0,,-179000.0,,
AMD,2020-03-28,162000000.0,162000000.0,-9000000,968000000,1609000000,1786000000,6000000,-13000000.0,177000000.0,177000000,818000000,199000000.0,162000000,168000000.0,442000000.0,,,
AMD,2019-12-28,170000000.0,170000000.0,-143000000,1178000000,1779000000,2127000000,35000000,-18000000.0,348000000.0,348000000,949000000,206000000.0,170000000,205000000.0,395000000.0,,,
AMD,2019-09-28,120000000.0,120000000.0,-59000000,1024000000,1615000000,1801000000,7000000,-24000000.0,186000000.0,186000000,777000000,185000000.0,120000000,127000000.0,406000000.0,,,
AMD,2019-06-29,35000000.0,35000000.0,-22000000,910000000,1472000000,1531000000,2000000,-25000000.0,59000000.0,59000000,621000000,189000000.0,35000000,37000000.0,373000000.0,,,
GLV,2019-10-31,2802513.0,2802513.0,2277369,0,436615,961759,0,-358961.0,525143.0,525143,961759,426787.0,2802513,2802513.0,,,9828.0,
GLV,2019-07-31,2802513.0,2802513.0,2277369,0,436615,961759,0,-358961.0,525143.0,525143,961759,426787.0,2802513,2802513.0,,,9828.0,
GLV,2019-04-30,1843183.0,1843183.0,1016748,0,416151,1242586,0,-425597.0,826436.0,826436,1242586,397061.0,1843183,1843183.0,,,19090.0,
GLV,2019-01-31,1843183.0,1843183.0,1016748,0,416151,1242586,0,-425597.0,826436.0,826436,1242586,397061.0,1843183,1843183.0,,,19090.0,
JCP,2020-02-01,27000000.0,27000000.0,-75000000,2257000000,3393000000,3493000000,-2000000,-73000000.0,100000000.0,100000000,1236000000,1009000000.0,27000000,25000000.0,,,-2000000.0,
JCP,2019-11-02,-93000000.0,-93000000.0,-81000000,1541000000,2513000000,2500000000,-1000000,-73000000.0,-13000000.0,-13000000,959000000,841000000.0,-93000000,-94000000.0,,,-1000000.0,
JCP,2019-08-03,-48000000.0,-48000000.0,-86000000,1585000000,2576000000,2619000000,5000000,-74000000.0,43000000.0,43000000,1034000000,857000000.0,-48000000,-43000000.0,,,-3000000.0,
JCP,2019-05-04,-154000000.0,-154000000.0,-89000000,1630000000,2619000000,2555000000,1000000,-73000000.0,-64000000.0,-64000000,925000000,843000000.0,-154000000,-153000000.0,,,-1000000.0,
CHCO,2020-03-31,28737000.0,29000000.0,-198000,0,29270000,65790000,7322000,,36520000.0,0,65790000,23733000.0,29000000,36322000.0,,,5537000.0,
CHCO,2019-12-31,22372000.0,22611000.0,-223000,0,28810000,57963000,6319000,,29153000.0,0,57963000,23703000.0,22611000,28930000.0,,,5107000.0,
CHCO,2019-09-30,22179000.0,22371000.0,59000,0,28456000,56961000,6193000,,28505000.0,0,56961000,23193000.0,22371000,28564000.0,,,5263000.0,
CHCO,2019-06-30,22554000.0,22751000.0,-1547000,0,29225000,59336000,5813000,,30111000.0,0,59336000,23254000.0,22751000,28564000.0,,,5971000.0,
PRTY,2019-12-31,-268818000.0,-268829000.0,-336569000,503583000,643307000,731551000,20504000,-26042000.0,88244000.0,88244000,227968000,139724000.0,-268818000,-248325000.0,,-24000.0,,
PRTY,2019-09-30,-281533000.0,-281745000.0,-293145000,488282000,556083000,540231000,-27252000,-29424000.0,-15852000.0,-15852000,51949000,67801000.0,-281533000,-308997000.0,,-2000.0,,
PRTY,2019-06-30,48074000.0,48005000.0,15973000,448779000,515897000,563891000,15962000,-30176000.0,47994000.0,47994000,115112000,67118000.0,48074000,63967000.0,,211000.0,,
PRTY,2019-03-31,-30218000.0,-30289000.0,-66149000,419734000,487775000,513116000,-10519000,-29257000.0,25341000.0,25341000,93382000,68041000.0,-30218000,-40808000.0,,300000.0,,
PXLW,2020-03-31,-5399000.0,-5399000.0,-538000,6999000,18459000,13774000,176000,-40000.0,-4685000.0,-4685000,6775000,5193000.0,-5399000,-5223000.0,6267000.0,,,
PXLW,2019-12-31,-4456000.0,-4456000.0,324000,8723000,20921000,16023000,-118000,-35000.0,-4898000.0,-4898000,7300000,5474000.0,-4456000,-4574000.0,6724000.0,,,
PXLW,2019-09-30,-2306000.0,-2306000.0,70000,8710000,20501000,18057000,-68000,-40000.0,-2444000.0,-2444000,9347000,5333000.0,-2306000,-2374000.0,6458000.0,,,
PXLW,2019-06-30,-2448000.0,-2448000.0,-294000,8651000,19950000,18027000,231000,-34000.0,-1923000.0,-1923000,9376000,4935000.0,-2448000,-2217000.0,6364000.0,,,
ENX,2020-03-31,-2884109.0,-2884109.0,-5727997,0,667740,3511628,0,-772111.0,2843888.0,2843888,3511628,667740.0,-2884109,-2884109.0,,,,
ENX,2019-12-31,-2884109.0,-2884109.0,-5727997,0,667740,3511628,0,-772111.0,2843888.0,2843888,3511628,667740.0,-2884109,-2884109.0,,,,
ENX,2019-09-30,5459653.0,5459653.0,2566735,0,656263,3549181,0,-806330.0,2892918.0,2892918,3549181,656263.0,5459653,5459653.0,,,,
ENX,2019-06-30,5459653.0,5459653.0,2566735,0,656263,3549181,0,-806330.0,2892918.0,2892918,3549181,656263.0,5459653,5459653.0,,,,
APLE,2020-03-31,-2769000.0,-2769000.0,-6727000,150502000,233906000,238010000,146000,-15566000.0,4104000.0,4104000,87508000,33882000.0,-2769000,-2623000.0,,,,
APLE,2019-12-31,25453000.0,25453000.0,-12712000,165412000,251632000,289971000,174000,-15081000.0,38339000.0,38339000,124559000,36926000.0,25453000,25627000.0,,,,
APLE,2019-09-30,46223000.0,46223000.0,-21226000,177440000,264130000,331722000,143000,-14759000.0,67592000.0,67592000,154282000,38803000.0,46223000,46366000.0,,,,
APLE,2019-06-30,62090000.0,62090000.0,-16018000,175605000,262853000,341117000,156000,-15857000.0,78264000.0,78264000,165512000,39139000.0,62090000,62246000.0,,,,
PKG,2020-03-31,140500000.0,141700000.0,-26800000,1342900000,1491800000,1708700000,48400000,-19600000.0,216900000.0,216900000,365800000,145300000.0,141700000,190100000.0,,,3600000.0,
PKG,2019-12-31,135200000.0,136200000.0,-68100000,1336700000,1479500000,1720000000,36200000,-46500000.0,240500000.0,240500000,383300000,138900000.0,136200000,172400000.0,,,3900000.0,
PKG,2019-09-30,178500000.0,179800000.0,-31100000,1339300000,1480300000,1750700000,59500000,-20300000.0,270400000.0,270400000,411400000,138800000.0,179800000,239300000.0,,,2200000.0,
PKG,2019-06-30,192100000.0,193600000.0,-26900000,1332000000,1477000000,1759900000,62400000,-21100000.0,282900000.0,282900000,427900000,145700000.0,193600000,256000000.0,,,-700000.0,
IBIO,2020-03-31,-4741000.0,-4676000.0,-612000,0,4160000,96000,0,-616000.0,-4064000.0,-4064000,96000,3161000.0,-4676000,-4676000.0,999000.0,-9000.0,,
IBIO,2019-12-31,-25387000.0,-3764000.0,-609000,0,3469000,314000,0,-615000.0,-3155000.0,-3155000,314000,2581000.0,-3762000,-3764000.0,888000.0,-9000.0,,
IBIO,2019-09-30,-4529000.0,-4464000.0,-609000,0,3963000,108000,0,-620000.0,-3855000.0,-3855000,108000,2986000.0,-4463000,-4464000.0,977000.0,-7000.0,,
IBIO,2019-06-30,-4568000.0,-4504000.0,-630000,0,4669000,795000,0,-474000.0,-3874000.0,-3874000,795000,3045000.0,-4503000,-4504000.0,1624000.0,-6000.0,,
NBEV,2020-03-31,-11618000.0,-11618000.0,-515000,22169000,74073000,63693000,723000,-898000.0,-10380000.0,-10380000,41524000,50123000.0,-11618000,-10895000.0,,,,
NBEV,2019-12-31,-65851000.0,-65851000.0,-43257000,29739000,81919000,59225000,-100000,-548000.0,-22694000.0,-22694000,29486000,50292000.0,-65851000,-65951000.0,,,,
NBEV,2019-09-30,-10687000.0,-10687000.0,5218000,29932000,79062000,69828000,6671000,-727000.0,-9234000.0,-9234000,39896000,46889000.0,-10687000,-4016000.0,,,,
NBEV,2019-06-30,-11681000.0,-11681000.0,4266000,25099000,74498000,66348000,7797000,-756000.0,-8150000.0,-8150000,41249000,47382000.0,-11681000,-3884000.0,,,,
HZN,2020-03-31,-16740000.0,-16530000.0,-9930000,137000000,169860000,163250000,-10000,-8190000.0,-6610000.0,-6610000,26250000,32860000.0,-16740000,-16540000.0,,-4030000.0,,-500000.0
HZN,2019-12-31,-31580000.0,-31980000.0,-8200000,134210000,174550000,142280000,-8490000,-8000000.0,-32270000.0,-32270000,8070000,38580000.0,-31580000,-40470000.0,,-3740000.0,,-500000.0
HZN,2019-09-30,145510000.0,-37500000.0,-27310000,149560000,189060000,177850000,-1020000,-24120000.0,-11210000.0,-11210000,28290000,36670000.0,145510000,-38520000.0,,-3340000.0,,182750000.0
HZN,2019-06-30,145510000.0,-37500000.0,0,0,0,0,0,-24120000.0,-11210000.0,0,0,36670000.0,0,-38520000.0,,-3080000.0,,182750000.0
DOCU,2020-04-30,-47804000.0,-47804000.0,-3818000,72996000,338870000,297017000,2133000,-7560000.0,-41853000.0,-41853000,224021000,210604000.0,-47804000,-45671000.0,54234000.0,,1036000.0,
DOCU,2020-01-31,-47407000.0,-47407000.0,-3803000,67406000,317248000,274895000,1251000,-7461000.0,-42353000.0,-42353000,207489000,197079000.0,-47407000,-46156000.0,52094000.0,,669000.0,
DOCU,2019-10-31,-46598000.0,-46598000.0,-1563000,61249000,293499000,249502000,1038000,-7364000.0,-43997000.0,-43997000,188253000,182777000.0,-46598000,-45560000.0,48758000.0,,715000.0,
DOCU,2019-07-31,-68632000.0,-68632000.0,-2742000,60635000,300334000,235612000,1168000,-7273000.0,-64722000.0,-64722000,174977000,191641000.0,-68632000,-67464000.0,47517000.0,,541000.0,
SITM,2020-03-31,-5093000.0,-5093000.0,-235000,11766000,26598000,21742000,2000,-303000.0,-4856000.0,-4856000,9976000,7808000.0,-5093000,-5091000.0,7024000.0,,,
SITM,2019-12-31,633000.0,633000.0,-406000,14641000,27059000,28089000,-9000,-394000.0,1030000.0,1030000,13448000,6469000.0,633000,624000.0,5949000.0,,,
SITM,2019-09-30,1079000.0,1079000.0,-421000,13178000,23825000,25325000,0,-426000.0,1500000.0,1500000,12147000,4870000.0,1079000,1079000.0,5777000.0,,,
SITM,2019-06-30,-5449000.0,-5449000.0,-467000,9469000,20824000,15843000,1000,-456000.0,-4981000.0,-4981000,6374000,5106000.0,-5449000,-5448000.0,6249000.0,,,
UFAB,2019-12-29,8569.0,8569.0,-1661284,27761704,33278454,35583169,634862,-706566.0,2304715.0,2304715,7821465,4278750.0,8569,643431.0,,,,
UFAB,2019-09-29,-1264157.0,-1264157.0,-2152845,31375421,37913426,38549844,-252270,-1148700.0,636418.0,636418,7174423,5480005.0,-1264157,-1516427.0,,,,
UFAB,2019-06-30,-7623295.0,-7623295.0,-8800928,30676940,38100473,38889050,-389056,-1331785.0,788577.0,788577,8212110,6378533.0,-7623295,-8012351.0,,,,
UFAB,2019-03-31,-189117.0,-189117.0,-1172943,31166935,38439647,39466937,43464,-1099949.0,1027290.0,1027290,8300002,6211712.0,-189117,-145653.0,,,,
WOR,2020-02-29,15311000.0,18888000.0,-10901000,648451000,729379000,763996000,4828000,-7362000.0,34617000.0,34617000,115545000,80928000.0,15311000,23716000.0,,150698000.0,,
WOR,2019-11-30,52086000.0,56922000.0,40717000,707026000,795569000,827637000,15863000,-7315000.0,32068000.0,32068000,120611000,88543000.0,52086000,72785000.0,,122852000.0,,
WOR,2019-08-31,-4776000.0,-2455000.0,-29108000,738568000,829391000,855859000,-185000,-9480000.0,26468000.0,26468000,117291000,90823000.0,-4776000,-2640000.0,,119468000.0,,
WOR,2019-05-31,37738000.0,38975000.0,9986000,812839000,900702000,938842000,9151000,-9522000.0,38140000.0,38140000,126003000,87863000.0,37738000,48126000.0,,117148000.0,,
IGC,2019-12-31,-1603000.0,-1603000.0,75000,543000,2251000,573000,0,,-1678000.0,-1678000,30000,1413000.0,-1603000,-1603000.0,295000.0,,,
IGC,2019-09-30,-1179000.0,-1179000.0,109000,1793000,3109000,1821000,0,,-1288000.0,-1288000,28000,1094000.0,-1179000,-1179000.0,222000.0,,,
IGC,2019-06-30,-1379000.0,-1379000.0,76000,1608000,3104000,1649000,0,,-1455000.0,-1455000,41000,1249000.0,-1379000,-1379000.0,247000.0,,,
IGC,2019-03-31,-1363000.0,-1363000.0,276000,1377500,3051500,1413500,1000,,-1638000.0,-1638000,36000,1046000.0,-1363000,-1362000.0,628000.0,,,
GEO,2020-03-31,25181000.0,25121000.0,-24919000,461322000,548431000,605017000,6546000,-34180000.0,56586000.0,56586000,143695000,53782000.0,25181000,31667000.0,,-890000.0,,
GEO,2019-12-31,38052000.0,38042000.0,-26121000,478080000,555408000,621710000,2139000,-35167000.0,66302000.0,66302000,143630000,43743000.0,38052000,40181000.0,,-782000.0,,
GEO,2019-09-30,45932000.0,45885000.0,-27137000,472513000,553420000,631579000,5137000,-36645000.0,78159000.0,78159000,159066000,48488000.0,45932000,51022000.0,,-790000.0,,
GEO,2019-06-30,41914000.0,41836000.0,-34807000,453168000,532791000,613966000,4532000,-38932000.0,81175000.0,81175000,160798000,47271000.0,41914000,46368000.0,,-728000.0,,
IIIV,2020-03-31,737000.0,1919000.0,-2042000,11955000,37279000,39178000,-2062000,-2184000.0,1899000.0,1899000,27223000,20786000.0,737000,-143000.0,,63673000.0,,
IIIV,2019-12-31,-149000.0,1934000.0,-2168000,12918000,36860000,41111000,149000,-2014000.0,4251000.0,4251000,28193000,19287000.0,-149000,2083000.0,,65091000.0,,
IIIV,2019-09-30,-930000.0,27000.0,-4138000,81913000,104572000,108562000,-175000,-2017000.0,3990000.0,3990000,26649000,17970000.0,-930000,-148000.0,,62368000.0,,
IIIV,2019-06-30,-1191000.0,-593000.0,-1501000,74694000,96706000,97483000,-131000,-1918000.0,777000.0,777000,22789000,17587000.0,-1191000,-724000.0,,61411000.0,,
PCAR,2020-03-31,359400000.0,359400000.0,18800000,4525000000,4718300000,5161700000,102800000,-27300000.0,443400000.0,443400000,636700000,122300000.0,359400000,462200000.0,71000000.0,,,
PCAR,2019-12-31,531300000.0,531300000.0,15500000,5228200000,5444900000,6117200000,156500000,-2300000.0,672300000.0,672300000,889000000,133100000.0,531300000,687800000.0,83600000.0,,,
PCAR,2019-09-30,607900000.0,607900000.0,18000000,5403100000,5607400000,6367000000,169700000,-1200000.0,759600000.0,759600000,963900000,122100000.0,607900000,777600000.0,82200000.0,,,
PCAR,2019-06-30,619700000.0,619700000.0,18200000,5622800000,5831700000,6627900000,194700000,-2300000.0,796200000.0,796200000,1005100000,126400000.0,619700000,814400000.0,82500000.0,,,
ILPT,2020-03-31,12846000.0,12694000.0,-14408000,8811000,37113000,64278000,63000,-14519000.0,27165000.0,27165000,55467000,4831000.0,12846000,12757000.0,,100516000.0,5181000.0,
ILPT,2019-12-31,11674000.0,11674000.0,-14429000,8721000,36056000,62199000,40000,-14641000.0,26143000.0,26143000,53478000,4058000.0,11674000,11714000.0,,100516000.0,5238000.0,
