stock,endDate,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities
TTMI,2019-09-30,-26273000.0,10630000.0,-54673000.0,-4175000.0,,35342000.0,51894000.0,58742000.0,-709000.0,,32123000.0,15870000,2110000.0,,,-25803000.0,32455000,,,
TTMI,2019-07-01,-35616000.0,-1803000.0,36090000.0,-7349000.0,,35342000.0,51323000.0,86123000.0,-603000.0,,49247000.0,3424000,3295000.0,,,-34741000.0,-4684000,,,
USFD,2020-03-28,-79000000.0,171000000.0,157000000.0,6000000.0,,,101000000.0,-62000000.0,,-2000000.0,987000000.0,-132000000,-152000000.0,1123000000.0,1118000000.0,-74000000.0,-215000000,7000000.0,,
USFD,2019-12-28,-101000000.0,18000000.0,143000000.0,38000000.0,,,102000000.0,201000000.0,,-2000000.0,987000000.0,92000000,20000000.0,-191000000.0,-199000000.0,-10000000.0,-216000000,10000000.0,,
USFD,2019-09-28,-101000000.0,18000000.0,143000000.0,38000000.0,,,102000000.0,201000000.0,,-2000000.0,987000000.0,106000000,20000000.0,-191000000.0,-199000000.0,-10000000.0,0,10000000.0,,
USFD,2019-06-29,-49000000.0,8000000.0,13000000.0,-5000000.0,,,92000000.0,240000000.0,,-3000000.0,5000000.0,116000000,34000000.0,-194000000.0,-197000000.0,-41000000.0,-19000000,10000000.0,,
EMCF,2020-03-31,-312000.0,1106000.0,,,-812000.0,-961000.0,450000.0,2211000.0,,,-4897000.0,1190000,-274000.0,26780000.0,32000000.0,-33888000.0,0,,7962000.0,-4408000.0
EMCF,2019-12-31,-317000.0,889000.0,,,-874000.0,433000.0,467000.0,2544000.0,,,-34316000.0,1563000,-651000.0,-27025000.0,-5250000.0,-9835000.0,122000,,-2382000.0,-20901000.0
EMCF,2019-09-30,-381000.0,4000.0,,,-783000.0,25000.0,447000.0,3174000.0,,,17846000.0,2168000,804000.0,29386000.0,-250000.0,-14714000.0,0,,-17650000.0,30419000.0
EMCF,2019-06-30,-407000.0,545000.0,,,-873000.0,514000.0,435000.0,3328000.0,,,23729000.0,2140000,-23000.0,16056000.0,-1250000.0,4345000.0,0,,-4012000.0,18179000.0
SMG,2020-03-28,-7500000.0,-11900000.0,-939700000.0,118000000.0,-33000000.0,-400000.0,46400000.0,-288900000.0,-500000.0,-50400000.0,3400000.0,252200000,230500000.0,185000000.0,267300000.0,107800000.0,15600000,1200000.0,,-100000.0
SMG,2019-12-28,-21900000.0,20100000.0,72900000.0,-324700000.0,-32400000.0,-1300000.0,22400000.0,-318200000.0,200000.0,-50400000.0,8600000.0,-71400000,-151700000.0,352300000.0,402400000.0,-25700000.0,114200000,900000.0,,-18600000.0
SMG,2019-09-30,-13600000.0,8300000.0,436600000.0,-11600000.0,-32400000.0,3400000.0,19400000.0,304500000.0,-200000.0,-100000.0,-17600000.0,-57900000,-67800000.0,-313600000.0,-299100000.0,-8300000.0,-25400000,18200000.0,,-200000.0
SMG,2019-06-29,-7900000.0,14500000.0,287900000.0,143100000.0,-30500000.0,2600000.0,22300000.0,468400000.0,200000.0,-100000.0,-1100000.0,201700000,-126300000.0,-503500000.0,-473900000.0,33800000.0,-74800000,900000.0,,-200000.0
UAMY,2020-03-31,-96271.0,27465.0,54761.0,-16649.0,,,228935.0,-36265.0,,,-92438.0,-308882,2633.0,40098.0,40098.0,-96271.0,-24528,,,
UAMY,2019-12-31,-115088.0,53896.0,38487.0,65434.0,,,1575561.0,277831.0,,,43761.0,-1910800,186831.0,-118982.0,-86215.0,-115088.0,268420,,,
UAMY,2019-09-30,-204259.0,34375.0,94065.0,15614.0,,,287693.0,-128555.0,,,25997.0,-568592,1533.0,358811.0,-72511.0,-204259.0,-11015,,,
UAMY,2019-06-30,-161010.0,31250.0,-81819.0,163960.0,,,224810.0,-69397.0,,,2258.0,-486039,33970.0,232665.0,232665.0,-161010.0,26170,,,
REGN,2020-03-31,-170100000.0,198300000.0,-169000000.0,-70800000.0,,,56100000.0,698000000.0,,-475800000.0,590400000.0,624600000,70100000.0,335600000.0,,-443200000.0,-11300000,811400000.0,-273100000.0,
REGN,2019-12-31,-139000000.0,-29600000.0,-12200000.0,-108300000.0,,,54300000.0,787400000.0,,-394000000.0,233000000.0,792000000,-151600000.0,-345700000.0,,-208700000.0,242800000,48300000.0,-69700000.0,
REGN,2019-09-30,-121700000.0,134900000.0,-204100000.0,-59000000.0,,,52900000.0,557300000.0,,-19400000.0,339300000.0,669600000,-21300000.0,-11000000.0,,-207000000.0,-15700000,8400000.0,-85300000.0,
REGN,2019-06-30,-94600000.0,125700000.0,-150700000.0,-109600000.0,,,52100000.0,188300000.0,,-29800000.0,-663000000.0,193100000,-26800000.0,-15300000.0,,-836000000.0,104500000,14500000.0,-741400000.0,
MOTS,2020-03-31,-87000.0,540000.0,46000.0,-300000.0,,,76000.0,-7153000.0,,,929000.0,-6511000,-1006000.0,-34000.0,,8116000.0,-17000,,8203000.0,-34000.0
MOTS,2019-12-31,-107000.0,697000.0,-65000.0,-243000.0,,,66000.0,-5520000.0,,,4811000.0,-5937000,-78000.0,7984000.0,,2347000.0,36000,,2454000.0,-16000.0
MOTS,2019-09-30,-188000.0,723000.0,8000.0,-643000.0,,,58000.0,-4633000.0,,,7863000.0,-5195000,-7000.0,20237000.0,,-7741000.0,423000,,-7553000.0,-1708000.0
MOTS,2019-06-30,-129000.0,1046000.0,-7000.0,3000.0,,,51000.0,-4176000.0,,,-2394000.0,-5681000,441000.0,-63000.0,,1845000.0,-29000,,1974000.0,-63000.0
MLI,2020-03-28,-17094000.0,14016000.0,-46291000.0,17450000.0,,,11119000.0,28051000.0,-6135000.0,-5574000.0,73922000.0,32415000,-658000.0,84507000.0,89617000.0,-32501000.0,0,464000.0,,
MLI,2019-12-28,-11000000.0,4397000.0,53938000.0,-11424000.0,,,10598000.0,68617000.0,2022000.0,-5574000.0,-4461000.0,28170000,-17380000.0,-61955000.0,-55366000.0,-13145000.0,0,464000.0,,
MLI,2019-09-28,-7128000.0,8919000.0,-5288000.0,20905000.0,,,10903000.0,67944000.0,-1629000.0,-5574000.0,8431000.0,29093000,3412000.0,-50290000.0,-40591000.0,-7594000.0,0,464000.0,,
MLI,2019-06-29,-6200000.0,8912000.0,-8078000.0,43415000.0,,,10557000.0,88656000.0,-801000.0,-5574000.0,-4934000.0,27986000,5864000.0,-87901000.0,-82372000.0,-4888000.0,0,464000.0,,
OSG,2020-03-31,-21103000.0,-15720000.0,,,,,14019000.0,26119000.0,,-197000.0,59830000.0,25125000,2162000.0,71787000.0,71984000.0,-38076000.0,0,,,
OSG,2019-12-31,-26671000.0,81952000.0,,,,,138000.0,27697000.0,,-197000.0,-7981000.0,10979000,-86095000.0,-9007000.0,-10424000.0,-26671000.0,4848000,,,
OSG,2019-09-30,-71283000.0,5188000.0,,,,,13361000.0,25946000.0,,-197000.0,-3978000.0,-3763000,10705000.0,40152000.0,41569000.0,-70076000.0,0,,,
OSG,2019-06-30,-23862000.0,-4873000.0,,,,,13083000.0,8687000.0,,-197000.0,-22165000.0,-1738000,1703000.0,-9187000.0,-9187000.0,-21665000.0,0,,,
BATL,2020-03-31,-48157000.0,-121891000.0,18919000.0,,,509000.0,18030000.0,12343000.0,,,-9337000.0,114491000,1038000.0,25968000.0,26000000.0,-47648000.0,-18244000,,,-32000.0
BATL,2019-12-31,-43230000.0,123983000.0,-10571000.0,,,434000.0,19996000.0,7156000.0,,,-6734000.0,-125826000,6036000.0,28900000.0,-114238000.0,-42790000.0,-6462000,,,-12791000.0
BATL,2019-09-30,-49112000.0,31865000.0,-2093000.0,,,-2000.0,20512000.0,-6335000.0,,,14771000.0,-63284000,-3307000.0,70220000.0,70234000.0,-49114000.0,9090000,,,-14000.0
BATL,2019-06-30,-92115000.0,605848000.0,9288000.0,,,-4000.0,40425000.0,9936000.0,,,2043000.0,-640844000,-3671000.0,82979000.0,83000000.0,-90872000.0,-1683000,,,-21000.0
SEB,2020-03-28,-55000000.0,175000000.0,-48000000.0,-102000000.0,-3000000.0,,36000000.0,-106000000.0,-1000000.0,-13000000.0,-24000000.0,-103000000,-64000000.0,77000000.0,94000000.0,6000000.0,0,,61000000.0,-1000000.0
SEB,2019-12-31,-88000000.0,-135000000.0,-99000000.0,-56000000.0,-3000000.0,,35000000.0,101000000.0,2000000.0,-13000000.0,4000000.0,175000000,181000000.0,-41000000.0,-37000000.0,-58000000.0,0,,25000000.0,-1000000.0
SEB,2019-09-28,-105000000.0,2000000.0,18000000.0,-42000000.0,-2000000.0,,35000000.0,31000000.0,2000000.0,-3000000.0,11000000.0,-7000000,25000000.0,49000000.0,55000000.0,-69000000.0,0,,44000000.0,-1000000.0
SEB,2019-06-29,-73000000.0,-14000000.0,-40000000.0,116000000.0,-2000000.0,,34000000.0,146000000.0,2000000.0,-1000000.0,51000000.0,58000000,-8000000.0,-96000000.0,-92000000.0,1000000.0,0,,76000000.0,-1000000.0
VMO,2020-02-29,,-25712186.0,-58881.0,,-9315199.0,,,-6240331.0,,-730942.0,,19611971,-81235.0,6240331.0,16286473.0,,0,,,
VMO,2019-11-30,,-25712186.0,-58881.0,,-9315199.0,,,-6240331.0,,-730942.0,,19611971,-81235.0,6240331.0,16286473.0,,0,,,
VMO,2019-08-31,,-18720425.0,164337.0,,-10119162.0,,,17607188.0,,-730942.0,,36105328,57948.0,-17607188.0,-7488027.0,,0,,,
VMO,2019-05-31,,-18720425.0,164337.0,,-10119162.0,,,17607188.0,,-730942.0,,36105328,57948.0,-17607188.0,-7488027.0,,0,,,
MGY,2020-03-31,-94210000.0,-785322000.0,28031000.0,,,-200000.0,2128993000.0,134878000.0,,-6483000.0,-36141000.0,-1227010000,-17436000.0,-7219000.0,,-163800000.0,6726000,,,-736000.0
MGY,2019-12-31,-70176000.0,11191000.0,14889000.0,,,5000.0,142673000.0,159008000.0,,-69648000.0,18144000.0,8117000,-18270000.0,-70693000.0,,-70171000.0,-489000,,,-1045000.0
MGY,2019-09-30,-97550000.0,2949000.0,7604000.0,,,1000.0,148914000.0,179220000.0,,-9722000.0,67780000.0,10547000,-4280000.0,-12573000.0,,-98867000.0,12593000,,,-2851000.0
MGY,2019-06-30,-132874000.0,26861000.0,-19553000.0,,,-445000.0,131102000.0,192829000.0,,-9722000.0,20402000.0,18506000,12917000.0,-531000.0,,-171896000.0,22116000,,,-531000.0
STOR,2020-03-31,,-6044000.0,,,-85009000.0,,59638000.0,112204000.0,,-5085000.0,535806000.0,62660000,-6192000.0,649462000.0,591118000.0,-225860000.0,0,149521000.0,,-1083000.0
STOR,2019-12-31,,-506000.0,,,-82182000.0,,58109000.0,122660000.0,,-5085000.0,37599000.0,59837000,1983000.0,416665000.0,308584000.0,-501726000.0,0,200019000.0,,-9756000.0
STOR,2019-09-30,,-49709000.0,,,-76139000.0,,56219000.0,117393000.0,,-543000.0,33527000.0,111618000,-2934000.0,1624000.0,-80445000.0,-85490000.0,0,161200000.0,,-2449000.0
STOR,2019-06-30,,-12811000.0,,,-74676000.0,,55200000.0,123434000.0,,-181000.0,-11714000.0,67964000,10879000.0,126409000.0,65607000.0,-261557000.0,0,137866000.0,,-2207000.0
CBAN,2020-03-31,-649000.0,868000.0,,,-950000.0,397000.0,140000.0,3315000.0,,,-8265000.0,1603000,704000.0,-12116000.0,-10500000.0,536000.0,0,,20882000.0,-666000.0
CBAN,2019-12-31,-231000.0,-525000.0,,,-713000.0,-516000.0,534000.0,2899000.0,,,48483000.0,2756000,25000.0,36980000.0,-5250000.0,8604000.0,0,,20144000.0,42943000.0
CBAN,2019-09-30,-678000.0,-4654000.0,,,-713000.0,-510000.0,743000.0,-2384000.0,,,-19803000.0,2518000,-992000.0,-35265000.0,11750000.0,17846000.0,0,,42297000.0,-46302000.0
CBAN,2019-06-30,-1424000.0,-4383000.0,,,-633000.0,535000.0,700000.0,-1766000.0,,,14990000.0,2101000,-184000.0,10623000.0,15063000.0,6133000.0,0,,30241000.0,-3807000.0
PAG,2020-03-31,-25700000.0,13700000.0,343900000.0,-9300000.0,-34200000.0,-700000.0,28500000.0,212000000.0,-2000000.0,-29400000.0,403800000.0,51700000,-131600000.0,209900000.0,294600000.0,-16100000.0,-84900000,,,-21100000.0
PAG,2019-12-31,-56500000.0,-3300000.0,7100000.0,-237700000.0,-33500000.0,11700000.0,28600000.0,-142400000.0,700000.0,-29400000.0,-49400000.0,101600000,18500000.0,121600000.0,155600000.0,-29300000.0,-57200000,,,-5400000.0
PAG,2019-09-30,-56500000.0,-3300000.0,7100000.0,-237700000.0,-33500000.0,11700000.0,28600000.0,-142400000.0,700000.0,-29400000.0,-49400000.0,116200000,18500000.0,121600000.0,155600000.0,-29300000.0,0,,,-5400000.0
PAG,2019-06-30,-71400000.0,-8000000.0,89700000.0,126000000.0,-32300000.0,-700000.0,27100000.0,213300000.0,100000.0,-76300000.0,300000.0,117800000,-60100000.0,-141000000.0,-32900000.0,-72100000.0,-79200000,,,500000.0
MAN,2020-03-31,-9100000.0,4800000.0,378300000.0,,,,18600000.0,181000000.0,-29300000.0,-63800000.0,73700000.0,1700000,-222400000.0,-69700000.0,-9400000.0,-8300000.0,0,10000000.0,,-6500000.0
MAN,2019-12-31,-16700000.0,-150400000.0,-19300000.0,,,,18100000.0,319000000.0,16700000.0,-51000000.0,218700000.0,138800000,329800000.0,-100800000.0,13200000.0,-16200000.0,0,700000.0,,400000.0
MAN,2019-09-30,-12200000.0,23400000.0,60000000.0,,,,18100000.0,218300000.0,-34700000.0,-51000000.0,36700000.0,146100000,-29300000.0,-48200000.0,1800000.0,-98700000.0,0,800000.0,,200000.0
MAN,2019-06-30,-14000000.0,44400000.0,-150300000.0,,,,19600000.0,175200000.0,8600000.0,-51000000.0,204100000.0,127300000,134200000.0,-84900000.0,1900000.0,105200000.0,0,4600000.0,,-26200000.0
WBA,2020-02-29,-318000000.0,27000000.0,-208000000.0,857000000.0,-447000000.0,209000000.0,492000000.0,1423000000.0,-2000000.0,-440000000.0,-12000000.0,946000000,35000000.0,-1219000000.0,-238000000.0,-215000000.0,-369000000,14000000.0,,-108000000.0
WBA,2019-11-30,-387000000.0,-13000000.0,-116000000.0,-1099000000.0,-410000000.0,165000000.0,477000000.0,1061000000.0,1000000.0,-473000000.0,-206000000.0,845000000,41000000.0,-866000000.0,-22000000.0,-402000000.0,924000000,14000000.0,,25000000.0
WBA,2019-08-31,-456000000.0,229000000.0,-59000000.0,495000000.0,-399000000.0,-8000000.0,253000000.0,2379000000.0,3000000.0,-434000000.0,170000000.0,677000000,253000000.0,-1474000000.0,-750000000.0,-738000000.0,292000000,18000000.0,,91000000.0
WBA,2019-05-31,-453000000.0,-109000000.0,434000000.0,203000000.0,-403000000.0,50000000.0,522000000.0,2020000000.0,-12000000.0,-613000000.0,28000000.0,1025000000,-186000000.0,-1458000000.0,-375000000.0,-523000000.0,-20000000,18000000.0,,-85000000.0
TRMK,2020-03-31,-4154000.0,-60351000.0,,,-14706000.0,-1827000.0,8996000.0,-79163000.0,,-28558000.0,45425000.0,22218000,-50026000.0,452141000.0,165198000.0,-327553000.0,0,,-158244000.0,330207000.0
TRMK,2019-12-31,-5992000.0,75253000.0,,,-14880000.0,528000.0,9835000.0,134447000.0,,-2218000.0,-127347000.0,33946000,15413000.0,-146671000.0,-120947000.0,-115123000.0,0,,-1632000.0,-8626000.0
TRMK,2019-09-30,-2963000.0,-48666000.0,,,-14904000.0,77533000.0,10462000.0,-14630000.0,,-4549000.0,81850000.0,41035000,-17461000.0,-7261000.0,324638000.0,103741000.0,0,,133355000.0,-312446000.0
TRMK,2019-06-30,-3965000.0,-66192000.0,,,-14987000.0,-73589000.0,9786000.0,-18242000.0,,-13009000.0,-49634000.0,42140000,-3976000.0,8429000.0,4611000.0,-39821000.0,0,,156832000.0,31814000.0
SSNT,2020-03-31,-47012.0,-254027.0,-695238.0,,,575000.0,294199.0,-296665.0,,,-2177218.0,-292115,-172148.0,-2408541.0,-157905.0,527988.0,649664,,,
SSNT,2019-12-31,-45451.0,163728.0,510031.0,,,-1767383.0,253187.0,-95899.0,,,-2063228.0,-967761,-322717.0,-154495.0,-154495.0,-1812834.0,60259,,,
SSNT,2019-09-30,-45451.0,163728.0,510031.0,,,-1767383.0,253187.0,-95899.0,,,-2063228.0,7668841,-322717.0,-154495.0,-154495.0,-1812834.0,0,,,
SSNT,2019-06-30,-21299.0,34856.0,-552188.0,,,-1767383.0,293542.0,99565.0,,,-125456.0,-2890,316969.0,-167576.0,-159222.0,-57445.0,9276,,,
FLWS,2020-03-29,-11570000.0,2436000.0,17874000.0,-6005000.0,,,7803000.0,-44814000.0,,-5637000.0,-63446000.0,-9657000,1298000.0,-6887000.0,-1250000.0,-11745000.0,-58724000,,-175000.0,
FLWS,2019-12-29,-6353000.0,1837000.0,-8727000.0,104482000.0,,,7830000.0,274934000.0,,-4999000.0,261387000.0,74152000,2335000.0,-6193000.0,-1250000.0,-7354000.0,92812000,,-1001000.0,
FLWS,2019-09-29,-4359000.0,1749000.0,-24191000.0,-79124000.0,,,7635000.0,-112778000.0,,-31000.0,-138749000.0,-15271000,-1042000.0,-1112000.0,-1250000.0,-24859000.0,-2646000,,-1001000.0,
FLWS,2019-06-30,-15715000.0,4316000.0,6427000.0,-17984000.0,,,7125000.0,-18905000.0,,-1000.0,-33454000.0,-8305000,-4887000.0,1166000.0,2250000.0,-15715000.0,-5895000,,-1001000.0,
BRKS,2020-03-31,-11556000.0,-88554000.0,-14173000.0,-4759000.0,-7378000.0,-1000000.0,16602000.0,-65800000.0,-4611000.0,,-93045000.0,9127000,16163000.0,-5368000.0,-320000.0,-17266000.0,-206000,2330000.0,10033000.0,
BRKS,2019-12-31,-9614000.0,-3261000.0,1503000.0,-4335000.0,-7369000.0,-1000000.0,16477000.0,25743000.0,2808000.0,,33677000.0,13057000,-2233000.0,-8102000.0,-733000.0,13228000.0,4535000,2330000.0,22842000.0,
BRKS,2019-09-30,-9614000.0,-3261000.0,1503000.0,-4335000.0,-7369000.0,-1000000.0,16477000.0,25743000.0,2808000.0,,33677000.0,412663000,-2233000.0,-8102000.0,-733000.0,13228000.0,0,2330000.0,22842000.0,
BRKS,2019-06-30,-5872000.0,7217000.0,3198000.0,3561000.0,-7229000.0,-1000000.0,14090000.0,36012000.0,-263000.0,,19635000.0,7254000,1816000.0,-10242000.0,-3013000.0,-5872000.0,-1124000,2330000.0,22842000.0,
GNSS,2020-03-31,-15967.0,433705.0,81724.0,-893267.0,,,353517.0,-345507.0,-3176.0,-439666.0,-698433.0,301575,-1090990.0,-342533.0,-16700.0,-7217.0,468229,113833.0,8750.0,
GNSS,2019-12-31,-86159.0,405616.0,-2286618.0,-320998.0,,,353919.0,-1780977.0,14336.0,-439666.0,-1759631.0,620327,-1157357.0,144214.0,-16700.0,-137204.0,604134,144214.0,-51045.0,
GNSS,2019-09-30,-39214.0,86395.0,3174932.0,556426.0,,,201572.0,7441697.0,-27705.0,-439666.0,7422639.0,-77839,3444890.0,648692.0,-16700.0,-640045.0,55321,648692.0,-600831.0,
GNSS,2019-06-30,-3947.0,382304.0,-47661.0,1905225.0,,,205680.0,3297594.0,2495.0,-439666.0,3641144.0,638041,633509.0,9449.0,-16700.0,331606.0,-419504,9449.0,335553.0,
PROV,2020-03-31,-37000.0,546000.0,,,-1047000.0,,991000.0,1829000.0,,-887000.0,36017000.0,1145000,501000.0,232000.0,-15000.0,33956000.0,-1354000,,7896000.0,2181000.0
PROV,2019-12-31,-138000.0,520000.0,,,-1048000.0,,566000.0,2286000.0,,-56000.0,-6282000.0,2398000,263000.0,886000.0,-7000.0,-9454000.0,-1461000,,8089000.0,1914000.0
PROV,2019-09-30,-10000.0,1318000.0,,,-1047000.0,,790000.0,-209000.0,,-373000.0,-16117000.0,2562000,-3288000.0,19162000.0,29985000.0,-35070000.0,-1591000,,9308000.0,-9535000.0
PROV,2019-06-30,-298000.0,30567000.0,,,-1051000.0,,1030000.0,34897000.0,,-754000.0,9174000.0,787000,328000.0,-37269000.0,-14000.0,11546000.0,2185000,,8595000.0,-35613000.0
KLDO,2020-03-31,-1075000.0,2898000.0,,,,,369000.0,-17899000.0,,,-17435000.0,-19551000,-996000.0,1539000.0,-22000.0,-1075000.0,-792000,1561000.0,,
KLDO,2019-12-31,-998000.0,2774000.0,,,,,354000.0,-15647000.0,,,-9933000.0,-19512000,247000.0,6712000.0,7478000.0,-998000.0,453000,92000.0,,
KLDO,2019-09-30,-719000.0,2921000.0,,,,,340000.0,-17688000.0,,,-18684000.0,-21961000,2272000.0,-277000.0,-22000.0,-719000.0,-1260000,92000.0,,
KLDO,2019-06-30,-743000.0,2413000.0,,,,,331000.0,-19665000.0,,,-21379000.0,-24639000,1978000.0,-971000.0,-22000.0,-743000.0,252000,92000.0,,
VIR,2020-03-31,-1302000.0,28311000.0,,,,,1306000.0,-48409000.0,,,55895000.0,-77240000,-10541000.0,85000.0,-58000.0,104219000.0,9755000,143000.0,105341000.0,
VIR,2019-12-31,-1552000.0,22024000.0,,,,,-36000.0,-38885000.0,,,17446000.0,-63771000,-459000.0,130100000.0,-57000.0,-73769000.0,2157000,126474000.0,-72217000.0,
VIR,2019-09-30,-1257000.0,6540000.0,,,,,1808000.0,-36955000.0,,,12069000.0,-48314000,3344000.0,1732000.0,1164000.0,47292000.0,267000,3629000.0,48549000.0,
VIR,2019-06-30,-1257000.0,6540000.0,,,,,1808000.0,-36955000.0,,,12069000.0,0,3344000.0,1732000.0,1164000.0,47292000.0,0,3629000.0,48549000.0,
WMGI,2020-03-29,-24501000.0,-7536000.0,21001000.0,-21568000.0,,,24162000.0,19331000.0,-905000.0,,-64019000.0,-14906000,-7628000.0,-55818000.0,-60257000.0,-26627000.0,12116000,4234000.0,,205000.0
WMGI,2019-12-29,-35437000.0,12570000.0,-9606000.0,-2484000.0,,,24625000.0,23328000.0,403000.0,,19593000.0,-16023000,4169000.0,32860000.0,-3385000.0,-36998000.0,-3807000,36455000.0,,-210000.0
WMGI,2019-09-29,-15842000.0,18886000.0,928000.0,-8461000.0,,,24323000.0,16178000.0,-505000.0,,-3311000.0,-43789000,18516000.0,131000.0,-1652000.0,-19115000.0,-7854000,1607000.0,,176000.0
WMGI,2019-06-30,-22559000.0,5408000.0,-737000.0,-10053000.0,,,24034000.0,9522000.0,40000.0,,-10942000.0,-17812000,-5111000.0,-447000.0,-2895000.0,-20057000.0,392000,3013000.0,,-565000.0
TPTX,2020-03-31,-454000.0,38123000.0,,,,,588000.0,-27866000.0,,,-18350000.0,-60718000,-5831000.0,25000.0,,9491000.0,-28000,25000.0,9945000.0,
TPTX,2019-12-31,-761000.0,3717000.0,,,,,550000.0,-14072000.0,,,-124233000.0,-20959000,2913000.0,-51000.0,,-110110000.0,-293000,25000.0,-109349000.0,
TPTX,2019-09-30,-795000.0,3006000.0,,,,,796000.0,-16546000.0,,,93640000.0,-20483000,1534000.0,190282000.0,,-80096000.0,-1399000,190282000.0,-79301000.0,
TPTX,2019-06-30,-155000.0,2700000.0,,,,,158000.0,-16951000.0,,,-11230000.0,-17142000,-3667000.0,176561000.0,,-170840000.0,1000000,175742000.0,-170685000.0,
ORGS,2020-03-31,-699000.0,-102012000.0,-1370000.0,-76000.0,,-500000.0,494000.0,-13693000.0,-84000.0,,95625000.0,75555000,18903000.0,6357000.0,-2081000.0,103045000.0,-5187000,8438000.0,22000.0,
ORGS,2019-12-31,-6007000.0,257000.0,-3260000.0,-123000.0,,-728000.0,963000.0,-2706000.0,133000.0,,1334000.0,-6060000,-158000.0,10416000.0,3816000.0,-6509000.0,5675000,8438000.0,227000.0,
ORGS,2019-09-30,-3320000.0,345000.0,1630000.0,280000.0,,-728000.0,936000.0,-2346000.0,-166000.0,,-5948000.0,-4549000,858000.0,-114000.0,-114000.0,-3322000.0,-1846000,8438000.0,-2000.0,
ORGS,2019-06-30,-1764000.0,866000.0,-808000.0,-205000.0,,-728000.0,969000.0,-3657000.0,-60000.0,,1893000.0,-5201000,-199000.0,7194000.0,7288000.0,-1584000.0,921000,8438000.0,181000.0,
TXG,2020-03-31,-8079000.0,8239000.0,2521000.0,-4087000.0,,,4260000.0,-2576000.0,-116000.0,,-44590000.0,-21143000,7799000.0,-33819000.0,-37102000.0,-8079000.0,-182000,3283000.0,,
TXG,2019-12-31,-6556000.0,5075000.0,-7222000.0,-1964000.0,,,2845000.0,6700000.0,-8000.0,,-996000.0,-7134000,13009000.0,-1107000.0,-37102000.0,-6581000.0,2062000,3283000.0,,
TXG,2019-09-30,-13678000.0,3874000.0,578000.0,-980000.0,,,2041000.0,14526000.0,-39000.0,,416447000.0,-9603000,14521000.0,415638000.0,-37102000.0,-13678000.0,4069000,413692000.0,,
TXG,2019-06-30,-13678000.0,3874000.0,578000.0,-980000.0,,,2041000.0,14526000.0,-39000.0,,416447000.0,-10878000,14521000.0,415638000.0,-37102000.0,-13678000.0,0,413692000.0,,
FUL,2020-02-29,-36122000.0,-3593000.0,33705000.0,-46947000.0,-8222000.0,-234000.0,34585000.0,34427000.0,-1509000.0,-3213000.0,-33453000.0,9895000,-45288000.0,-22031000.0,-11503000.0,-44340000.0,55110000,907000.0,,
FUL,2019-11-30,-14959000.0,-4640000.0,-9958000.0,37288000.0,-8176000.0,-1802000.0,34668000.0,108929000.0,10673000.0,-104000.0,-7585000.0,32214000,12594000.0,-115995000.0,-116105000.0,-11192000.0,9307000,8390000.0,,
FUL,2019-08-31,-14831000.0,-3620000.0,8018000.0,5094000.0,-8153000.0,-1802000.0,34780000.0,82922000.0,-11499000.0,-115000.0,19530000.0,49718000,2836000.0,-112496000.0,-104886000.0,60603000.0,-23697000,658000.0,,
FUL,2019-06-01,-18327000.0,-18216000.0,-29565000.0,-1168000.0,-8145000.0,7925000.0,35704000.0,76833000.0,-2082000.0,-124000.0,-13230000.0,36641000,19983000.0,-59699000.0,-48592000.0,-28282000.0,18038000,772000.0,,
ACTG,2020-03-31,-163000.0,9926000.0,-110000.0,,-263000.0,,1064000.0,-2211000.0,,-1314000.0,1319000.0,-11291000,-892000.0,3023000.0,,507000.0,-908000,,6450000.0,4600000.0
ACTG,2019-12-31,-64000.0,60185000.0,1288000.0,,-263000.0,,883000.0,63440000.0,,-1314000.0,25498000.0,634000,667000.0,33842000.0,,-71784000.0,-217000,,-71720000.0,4600000.0
ACTG,2019-09-30,-119000.0,2427000.0,13509000.0,,-263000.0,,862000.0,278000.0,,-1314000.0,3374000.0,-7608000,-7632000.0,33842000.0,,3096000.0,-1280000,,3215000.0,4600000.0
ACTG,2019-06-30,6000.0,-3513000.0,8656000.0,,-263000.0,,822000.0,-7214000.0,,-1314000.0,-9798000.0,-5757000,-6685000.0,79000.0,,-2663000.0,-737000,,1751000.0,4600000.0
RL,2020-03-28,-54300000.0,85400000.0,10700000.0,162300000.0,-50700000.0,,68500000.0,6600000.0,-11000000.0,-152700000.0,540400000.0,-249000000,108500000.0,268600000.0,472000000.0,276200000.0,-121200000,,330500000.0,
RL,2019-12-28,-85400000.0,-105300000.0,137900000.0,113300000.0,-51300000.0,,68200000.0,543900000.0,5700000.0,-99400000.0,526100000.0,334100000,-12000000.0,-153800000.0,-2900000.0,130300000.0,8700000,,215700000.0,
RL,2019-09-28,-81200000.0,32000000.0,-199600000.0,-37000000.0,-53100000.0,,66600000.0,6700000.0,-15000000.0,-251600000.0,-128100000.0,182100000,-4700000.0,-308200000.0,-2800000.0,188400000.0,-36500000,,269600000.0,
